1;Just Chatting;1;2021;248144653;3420670 hours;2787896;8240;464702;333976;4603;72.54;https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-285x380.jpg
1;Just Chatting;4;2021;289547911;3544601 hours;937749;8026;474257;402709;4929;81.69;https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-285x380.jpg
2;Grand Theft Auto V;4;2021;239438984;2508876 hours;1105818;7043;211141;333016;3489;95.44;https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-285x380.jpg
3;League of Legends;4;2021;156994170;3592720 hours;906631;8333;260952;218350;4996;43.7;https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-285x380.jpg
4;Call of Duty: Warzone;4;2021;100571607;3596411 hours;1629284;22437;218805;139877;5001;27.96;https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Warzone-285x380.jpg
5;Fortnite;4;2021;94112337;5810309 hours;498791;17790;588089;130893;8081;16.2;https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-285x380.jpg
6;VALORANT;4;2021;85635830;3435109 hours;440084;8565;306540;119104;4777;24.93;https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-285x380.jpg
7;Minecraft;4;2021;79728626;3112654 hours;749947;8863;405918;110888;4329;25.61;https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-285x380.jpg
8;Counter-Strike: Global Offensive;4;2021;70072819;1464933 hours;421485;4173;158206;97458;2037;47.83;https://static-cdn.jtvnw.net/ttv-boxart/Counter-Strike:%20Global%20Offensive-285x380.jpg
9;Apex Legends;4;2021;51425055;3688671 hours;171721;8110;297846;71523;5130;13.94;https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-285x380.jpg
10;Dota 2;4;2021;49785357;666178 hours;372593;1658;32754;69242;926;74.73;https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-285x380.jpg
11;FIFA 21;4;2021;31997488;857058 hours;270504;4078;99006;44502;1192;37.33;https://static-cdn.jtvnw.net/ttv-boxart/FIFA%2021-285x380.jpg
12;World of Warcraft;4;2021;28935795;1174589 hours;155795;4942;61988;40244;1633;24.63;https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-285x380.jpg
13;Rocket League;4;2021;26303228;1326664 hours;214487;3937;241744;36583;1845;19.83;https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-285x380.jpg
14;Tom Clancy's Rainbow Six Siege;4;2021;24165335;1095416 hours;138589;3308;135325;33609;1523;22.06;https://static-cdn.jtvnw.net/ttv-boxart/Tom%20Clancy%27s%20Rainbow%20Six%20Siege-285x380.jpg
15;Music;4;2021;24139407;1008771 hours;91269;2807;58338;33573;1403;23.93;https://static-cdn.jtvnw.net/ttv-boxart/Music-285x380.jpg
16;Hearthstone;4;2021;23090076;205813 hours;81936;544;16526;32114;286;112.19;https://static-cdn.jtvnw.net/ttv-boxart/Hearthstone-285x380.jpg
17;Slots;4;2021;21953615;120067 hours;181881;277;5177;30533;166;182.84;https://static-cdn.jtvnw.net/ttv-boxart/Slots-285x380.jpg
18;Dead by Daylight;4;2021;21524630;1221415 hours;126113;2953;99018;29936;1698;17.62;https://static-cdn.jtvnw.net/ttv-boxart/Dead%20by%20Daylight-285x380.jpg
19;Escape from Tarkov;4;2021;20719917;825726 hours;159513;1942;39253;28817;1148;25.09;https://static-cdn.jtvnw.net/ttv-boxart/Escape%20from%20Tarkov-285x380.jpg
20;Among Us;4;2021;19448312;348499 hours;374767;4332;87073;27049;484;55.81;https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-285x380.jpg
21;Path of Exile;4;2021;19124620;317139 hours;319087;4075;16702;26598;441;60.3;https://static-cdn.jtvnw.net/ttv-boxart/Path%20of%20Exile-285x380.jpg
22;Chess;4;2021;16985289;98570 hours;163548;303;13061;23623;137;172.32;https://static-cdn.jtvnw.net/ttv-boxart/Chess-285x380.jpg
23;The Binding of Isaac: Repentance;4;2021;16426825;204533 hours;70537;639;21305;22846;284;80.31;https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Repentance-285x380.jpg
24;Teamfight Tactics;4;2021;15006825;308819 hours;106508;1703;36550;20871;429;48.59;https://static-cdn.jtvnw.net/ttv-boxart/Teamfight%20Tactics-285x380.jpg
25;Outriders;4;2021;14269489;892952 hours;178993;6539;68168;19846;1241;15.98;https://static-cdn.jtvnw.net/ttv-boxart/Outriders-285x380.jpg
26;It Takes Two;4;2021;13667970;289118 hours;227571;1072;41757;19009;402;47.27;https://static-cdn.jtvnw.net/ttv-boxart/It%20Takes%20Two-285x380.jpg
27;PLAYERUNKNOWN'S BATTLEGROUNDS;4;2021;13144497;610450 hours;84101;1459;39155;18281;849;21.53;https://static-cdn.jtvnw.net/ttv-boxart/PUBG:%20BATTLEGROUNDS-285x380.jpg
28;Garena Free Fire;4;2021;12780318;341718 hours;137321;1005;29999;17775;475;37.4;https://static-cdn.jtvnw.net/ttv-boxart/Garena%20Free%20Fire-285x380.jpg
29;Rust;4;2021;12773408;295481 hours;121978;1390;23343;17765;410;43.23;https://static-cdn.jtvnw.net/ttv-boxart/Rust-285x380.jpg
30;Overwatch;4;2021;12239978;803047 hours;71596;2220;84414;17023;1116;15.24;https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-285x380.jpg
31;Call Of Duty: Modern Warfare;4;2021;10947416;4495420 hours;62350;34107;356138;15225;6252;2.44;https://static-cdn.jtvnw.net/ttv-boxart/Call%20Of%20Duty:%20Modern%20Warfare-285x380.jpg
32;Sports;4;2021;10905975;87708 hours;204973;417;11327;15168;121;124.34;https://static-cdn.jtvnw.net/ttv-boxart/Sports-285x380.jpg
33;Art;4;2021;10387215;648055 hours;50245;1435;63925;14446;901;16.03;https://static-cdn.jtvnw.net/ttv-boxart/Art-285x380.jpg
34;Sea of Thieves;4;2021;10301651;449242 hours;141852;1578;45956;14327;624;22.93;https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-285x380.jpg
35;Genshin Impact;4;2021;9536061;499932 hours;85750;2602;53069;13262;695;19.07;https://static-cdn.jtvnw.net/ttv-boxart/Genshin%20Impact-285x380.jpg
36;Enlisted;4;2021;9397942;162294 hours;477606;1221;26446;13070;225;57.91;https://static-cdn.jtvnw.net/ttv-boxart/Enlisted-285x380.jpg
37;Poker;4;2021;8819940;93009 hours;59393;360;5024;12266;129;94.83;https://static-cdn.jtvnw.net/ttv-boxart/Poker-285x380.jpg
38;LOST ARK;4;2021;8221297;124392 hours;75582;513;4774;11434;173;66.09;https://static-cdn.jtvnw.net/ttv-boxart/LOST%20ARK-285x380.jpg
39;ASMR;4;2021;8153098;107913 hours;27014;211;5323;11339;150;75.55;https://static-cdn.jtvnw.net/ttv-boxart/ASMR-285x380.jpg
40;Monster Hunter Rise;4;2021;7567644;430358 hours;53394;1736;27321;10525;598;17.58;https://static-cdn.jtvnw.net/ttv-boxart/Monster%20Hunter%20Rise-285x380.jpg
41;Talk Shows & Podcasts;4;2021;7560003;197650 hours;97527;703;18751;10514;274;38.25;https://static-cdn.jtvnw.net/ttv-boxart/Talk%20Shows%20&%20Podcasts-285x380.jpg
42;Call of Duty: Black Ops Cold War;4;2021;6963112;1043351 hours;66989;4060;121427;9684;1451;6.67;https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Black%20Ops%20Cold%20War-285x380.jpg
43;Destiny 2;4;2021;6615780;551326 hours;33739;1734;41859;9201;766;12;https://static-cdn.jtvnw.net/ttv-boxart/Destiny%202-285x380.jpg
44;NBA 2K21;4;2021;6326716;623787 hours;48763;1944;61785;8799;867;10.14;https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K21-285x380.jpg
45;SMITE;4;2021;6298557;224634 hours;36563;630;18181;8760;312;28.04;https://static-cdn.jtvnw.net/ttv-boxart/SMITE-285x380.jpg
46;Magic: The Gathering;4;2021;5816455;109662 hours;40792;488;9254;8089;152;53.04;https://static-cdn.jtvnw.net/ttv-boxart/Magic:%20The%20Gathering-285x380.jpg
47;Diablo II: Resurrected;4;2021;5306890;11109 hours;403137;203;1775;7380;15;477.71;https://static-cdn.jtvnw.net/ttv-boxart/Diablo%20II:%20Resurrected-285x380.jpg
48;World of Tanks;4;2021;5271236;160272 hours;33934;519;9720;7331;222;32.89;https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Tanks-285x380.jpg
49;ARK: Survival Evolved;4;2021;5068243;278648 hours;41143;729;23231;7049;387;18.19;https://static-cdn.jtvnw.net/ttv-boxart/Ark:%20Survival%20Evolved-285x380.jpg
50;League of Legends: Wild Rift;4;2021;4646016;175409 hours;53444;685;15629;6461;243;26.49;https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-285x380.jpg
1;Just Chatting;5;2021;285948196;3522387 hours;983678;7465;462447;384856;4740;81.18;https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-285x380.jpg
2;Grand Theft Auto V;5;2021;253419456;2510018 hours;1140656;6978;197818;341075;3378;100.96;https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-285x380.jpg
3;League of Legends;5;2021;174012672;3516137 hours;1257320;7697;251261;234202;4732;49.49;https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-285x380.jpg
4;VALORANT;5;2021;100244546;3307836 hours;1010321;8041;288329;134918;4452;30.31;https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-285x380.jpg
5;Call of Duty: Warzone;5;2021;96069742;3482496 hours;406728;9133;204332;129299;4687;27.59;https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Warzone-285x380.jpg
6;Fortnite;5;2021;91858834;4994610 hours;456652;14339;484887;123632;6722;18.39;https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-285x380.jpg
7;Minecraft;5;2021;76661535;2829132 hours;964018;7751;357562;103178;3807;27.1;https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-285x380.jpg
8;Counter-Strike: Global Offensive;5;2021;75670449;1380646 hours;551182;3620;140856;101844;1858;54.81;https://static-cdn.jtvnw.net/ttv-boxart/Counter-Strike:%20Global%20Offensive-285x380.jpg
9;Apex Legends;5;2021;68053310;4565820 hours;363341;15570;339210;91592;6145;14.9;https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-285x380.jpg
10;Resident Evil Village;5;2021;50416020;1585610 hours;645130;15093;146083;67854;2134;31.8;https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%20Village-285x380.jpg
11;Dota 2;5;2021;48762361;692413 hours;269874;1594;33157;65629;931;70.42;https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-285x380.jpg
12;FIFA 21;5;2021;36205907;832620 hours;218764;3253;88591;48729;1120;43.48;https://static-cdn.jtvnw.net/ttv-boxart/FIFA%2021-285x380.jpg
13;Slots;5;2021;35234489;130622 hours;204468;268;6438;47421;175;269.74;https://static-cdn.jtvnw.net/ttv-boxart/Slots-285x380.jpg
14;World of Warcraft;5;2021;34319608;1124116 hours;144825;4476;60848;46190;1512;30.53;https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-285x380.jpg
15;Tom Clancy's Rainbow Six Siege;5;2021;26824339;886413 hours;272726;2353;104693;36102;1193;30.26;https://static-cdn.jtvnw.net/ttv-boxart/Tom%20Clancy%27s%20Rainbow%20Six%20Siege-285x380.jpg
16;Music;5;2021;26600952;1029252 hours;116916;2666;57320;35802;1385;25.84;https://static-cdn.jtvnw.net/ttv-boxart/Music-285x380.jpg
17;Dead by Daylight;5;2021;24916466;1311702 hours;256602;3644;100877;33534;1765;19;https://static-cdn.jtvnw.net/ttv-boxart/Dead%20by%20Daylight-285x380.jpg
18;Hearthstone;5;2021;22281591;181250 hours;88763;568;13566;29988;243;122.93;https://static-cdn.jtvnw.net/ttv-boxart/Hearthstone-285x380.jpg
19;Teamfight Tactics;5;2021;20673905;356250 hours;97982;1016;39787;27824;479;58.03;https://static-cdn.jtvnw.net/ttv-boxart/Teamfight%20Tactics-285x380.jpg
20;Rocket League;5;2021;19810785;1221957 hours;211266;3402;197580;26663;1644;16.21;https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-285x380.jpg
21;Rust;5;2021;16960026;357485 hours;169083;1259;29675;22826;481;47.44;https://static-cdn.jtvnw.net/ttv-boxart/Rust-285x380.jpg
22;Sports;5;2021;16065722;97359 hours;1540052;526;11467;21622;131;165.02;https://static-cdn.jtvnw.net/ttv-boxart/Sports-285x380.jpg
23;Escape from Tarkov;5;2021;16015424;648186 hours;116077;1447;31607;21555;872;24.71;https://static-cdn.jtvnw.net/ttv-boxart/Escape%20from%20Tarkov-285x380.jpg
24;Genshin Impact;5;2021;12778649;575781 hours;148678;2076;56504;17198;774;22.19;https://static-cdn.jtvnw.net/ttv-boxart/Genshin%20Impact-285x380.jpg
25;PLAYERUNKNOWN'S BATTLEGROUNDS;5;2021;12452939;581389 hours;87041;1270;34326;16760;782;21.42;https://static-cdn.jtvnw.net/ttv-boxart/PUBG:%20BATTLEGROUNDS-285x380.jpg
26;Overwatch;5;2021;12292040;770340 hours;111114;2056;77905;16543;1036;15.96;https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-285x380.jpg
27;Chess;5;2021;11675738;86169 hours;211772;253;10090;15714;115;135.5;https://static-cdn.jtvnw.net/ttv-boxart/Chess-285x380.jpg
28;Destiny 2;5;2021;11013320;905331 hours;232547;18012;60430;14822;1218;12.16;https://static-cdn.jtvnw.net/ttv-boxart/Destiny%202-285x380.jpg
29;Among Us;5;2021;10960963;205990 hours;234081;959;51402;14752;277;53.21;https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-285x380.jpg
30;Art;5;2021;10901836;644876 hours;39125;1348;63201;14672;867;16.91;https://static-cdn.jtvnw.net/ttv-boxart/Art-285x380.jpg
31;Subnautica: Below Zero;5;2021;10802952;209081 hours;156942;1398;20369;14539;281;51.67;https://static-cdn.jtvnw.net/ttv-boxart/Subnautica:%20Below%20Zero-285x380.jpg
32;Path of Exile;5;2021;10343013;253729 hours;38087;710;11055;13920;341;40.76;https://static-cdn.jtvnw.net/ttv-boxart/Path%20of%20Exile-285x380.jpg
33;Garena Free Fire;5;2021;9455272;327607 hours;152522;943;27343;12725;440;28.86;https://static-cdn.jtvnw.net/ttv-boxart/Garena%20Free%20Fire-285x380.jpg
34;Call Of Duty: Modern Warfare;5;2021;9433015;4026594 hours;43279;10922;298703;12695;5419;2.34;https://static-cdn.jtvnw.net/ttv-boxart/Call%20Of%20Duty:%20Modern%20Warfare-285x380.jpg
35;Special Events;5;2021;9210968;32862 hours;236134;602;4658;12396;44;280.29;https://static-cdn.jtvnw.net/ttv-boxart/Special%20Events-285x380.jpg
36;ASMR;5;2021;8720128;119544 hours;38208;217;5231;11736;160;72.94;https://static-cdn.jtvnw.net/ttv-boxart/ASMR-285x380.jpg
37;DayZ;5;2021;8555283;211674 hours;63804;535;15030;11514;284;40.42;https://static-cdn.jtvnw.net/ttv-boxart/DayZ-285x380.jpg
38;Talk Shows & Podcasts;5;2021;7690370;195262 hours;330203;605;17457;10350;262;39.38;https://static-cdn.jtvnw.net/ttv-boxart/Talk%20Shows%20&%20Podcasts-285x380.jpg
39;The Binding of Isaac: Repentance;5;2021;6536761;135052 hours;52607;381;14854;8797;181;48.4;https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Repentance-285x380.jpg
40;Knockout City;5;2021;6312930;268426 hours;201912;2336;53849;8496;361;23.52;https://static-cdn.jtvnw.net/ttv-boxart/Knockout%20City-285x380.jpg
41;SMITE;5;2021;6284626;226595 hours;30989;630;17342;8458;304;27.74;https://static-cdn.jtvnw.net/ttv-boxart/SMITE-285x380.jpg
42;NBA 2K21;5;2021;6262351;622863 hours;72056;1692;61714;8428;838;10.05;https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K21-285x380.jpg
43;Ark: Survival Evolved;5;2021;5791173;260124 hours;54024;670;21315;7794;350;22.26;https://static-cdn.jtvnw.net/ttv-boxart/Ark:%20Survival%20Evolved-285x380.jpg
44;Call of Duty: Black Ops Cold War;5;2021;5646454;1059141 hours;48542;2843;112257;7599;1425;5.33;https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Black%20Ops%20Cold%20War-285x380.jpg
45;Poker;5;2021;5623616;80399 hours;28770;273;4416;7568;108;69.95;https://static-cdn.jtvnw.net/ttv-boxart/Poker-285x380.jpg
46;Biomutant;5;2021;5529785;171036 hours;182158;5000;22965;7442;230;32.33;https://static-cdn.jtvnw.net/ttv-boxart/Biomutant-285x380.jpg
47;Returnal;5;2021;5486354;150135 hours;98185;1271;14222;7384;202;36.54;https://static-cdn.jtvnw.net/ttv-boxart/Returnal-285x380.jpg
48;World of Tanks;5;2021;5263256;161306 hours;31828;509;9273;7083;217;32.63;https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Tanks-285x380.jpg
49;Magic: The Gathering;5;2021;5111085;93660 hours;31456;267;7731;6878;126;54.57;https://static-cdn.jtvnw.net/ttv-boxart/Magic:%20The%20Gathering-285x380.jpg
50;LOST ARK;5;2021;5002353;119159 hours;49684;461;4263;6732;160;41.98;https://static-cdn.jtvnw.net/ttv-boxart/LOST%20ARK-285x380.jpg
1;Just Chatting;6;2021;252985317;3188627 hours;1034076;8657;429682;351857;4434;79.34;https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-285x380.jpg
2;Grand Theft Auto V;6;2021;170602312;2134054 hours;609223;5930;165667;237277;2968;79.94;https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-285x380.jpg
3;League of Legends;6;2021;147594315;3053763 hours;708943;6443;220621;205277;4247;48.33;https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-285x380.jpg
4;Call of Duty: Warzone;6;2021;84562816;3061219 hours;482855;8231;179068;117611;4257;27.62;https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Warzone-285x380.jpg
5;VALORANT;6;2021;80581440;3217503 hours;252386;7691;277299;112074;4474;25.04;https://static-cdn.jtvnw.net/ttv-boxart/VALORANT-285x380.jpg
6;Minecraft;6;2021;72365696;2841782 hours;499342;7623;362028;100647;3952;25.46;https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-285x380.jpg
7;Fortnite;6;2021;70802599;5069896 hours;343301;15889;492980;98473;7051;13.97;https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-285x380.jpg
8;Dota 2;6;2021;62316260;653133 hours;375582;1544;31893;86670;908;95.41;https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-285x380.jpg
9;Counter-Strike: Global Offensive;6;2021;55332904;1162096 hours;363798;2995;116511;76958;1616;47.61;https://static-cdn.jtvnw.net/ttv-boxart/Counter-Strike:%20Global%20Offensive-285x380.jpg
10;World of Warcraft;6;2021;52816476;1323880 hours;428127;8423;64312;73458;1841;39.9;https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-285x380.jpg
11;Apex Legends;6;2021;47734908;3411757 hours;237569;8470;257377;66390;4745;13.99;https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-285x380.jpg
12;Special Events;6;2021;30889435;122876 hours;2466023;8962;22820;42961;170;251.39;https://static-cdn.jtvnw.net/ttv-boxart/Special%20Events-285x380.jpg
13;Dead by Daylight;6;2021;27062728;1491480 hours;142345;5148;118689;37639;2074;18.14;https://static-cdn.jtvnw.net/ttv-boxart/Dead%20by%20Daylight-285x380.jpg
14;Slots;6;2021;26980639;119038 hours;226886;267;6293;37525;165;226.66;https://static-cdn.jtvnw.net/ttv-boxart/Slots-285x380.jpg
15;Music;6;2021;22644438;912256 hours;156321;2300;50826;31494;1268;24.82;https://static-cdn.jtvnw.net/ttv-boxart/Music-285x380.jpg
16;FIFA 21;6;2021;18985641;547143 hours;141825;2243;65953;26405;760;34.7;https://static-cdn.jtvnw.net/ttv-boxart/FIFA%2021-285x380.jpg
17;Escape from Tarkov;6;2021;17766961;633765 hours;292604;6147;34369;24710;881;28.03;https://static-cdn.jtvnw.net/ttv-boxart/Escape%20from%20Tarkov-285x380.jpg
18;Sports;6;2021;17376810;99339 hours;190986;510;12400;24168;138;174.92;https://static-cdn.jtvnw.net/ttv-boxart/Sports-285x380.jpg
19;Hearthstone;6;2021;16276838;143893 hours;58014;407;10873;22638;200;113.12;https://static-cdn.jtvnw.net/ttv-boxart/Hearthstone-285x380.jpg
20;Rocket League;6;2021;15732922;956952 hours;187081;2614;159895;21881;1330;16.44;https://static-cdn.jtvnw.net/ttv-boxart/Rocket%20League-285x380.jpg
21;PUBG: BATTLEGROUNDS;6;2021;14126661;525825 hours;114182;1173;31325;19647;731;26.87;https://static-cdn.jtvnw.net/ttv-boxart/PUBG:%20BATTLEGROUNDS-285x380.jpg
22;Tom Clancy's Rainbow Six Siege;6;2021;13584592;786440 hours;76794;2291;94803;18893;1093;17.27;https://static-cdn.jtvnw.net/ttv-boxart/Tom%20Clancy%27s%20Rainbow%20Six%20Siege-285x380.jpg
23;Overwatch;6;2021;12330934;688517 hours;73883;1664;71864;17150;957;17.91;https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-285x380.jpg
24;Teamfight Tactics;6;2021;12039816;211966 hours;77014;528;24550;16745;294;56.8;https://static-cdn.jtvnw.net/ttv-boxart/Teamfight%20Tactics-285x380.jpg
25;ASMR;6;2021;10795568;119840 hours;82616;235;6034;15014;166;90.08;https://static-cdn.jtvnw.net/ttv-boxart/ASMR-285x380.jpg
26;Genshin Impact;6;2021;10688912;580456 hours;53282;2460;58266;14866;807;18.41;https://static-cdn.jtvnw.net/ttv-boxart/Genshin%20Impact-285x380.jpg
27;Art;6;2021;10633661;603463 hours;50405;1317;60678;14789;839;17.62;https://static-cdn.jtvnw.net/ttv-boxart/Art-285x380.jpg
28;Sea of Thieves;6;2021;9385102;603159 hours;204660;5106;64653;13052;838;15.56;https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-285x380.jpg
29;Garena Free Fire;6;2021;8348166;292475 hours;91563;857;24741;11610;406;28.54;https://static-cdn.jtvnw.net/ttv-boxart/Garena%20Free%20Fire-285x380.jpg
30;Call Of Duty: Modern Warfare;6;2021;7963312;3437516 hours;63836;9033;260049;11075;4780;2.32;https://static-cdn.jtvnw.net/ttv-boxart/Call%20Of%20Duty:%20Modern%20Warfare-285x380.jpg
31;Talk Shows & Podcasts;6;2021;7921368;176435 hours;161517;535;15677;11017;245;44.9;https://static-cdn.jtvnw.net/ttv-boxart/Talk%20Shows%20&%20Podcasts-285x380.jpg
32;Pools Hot Tubs and Beaches;6;2021;7763417;92434 hours;98771;242;9933;10797;128;83.99;https://static-cdn.jtvnw.net/ttv-boxart/Pools%20Hot%20Tubs%20and%20Beaches-285x380.jpg
33;Pokémon FireRed/LeafGreen;6;2021;7717964;31334 hours;225790;125;4451;10734;43;246.31;https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20FireRed/LeafGreen-285x380.jpg
34;Rust;6;2021;7557859;317127 hours;73289;1226;26294;10511;441;23.83;https://static-cdn.jtvnw.net/ttv-boxart/Rust-285x380.jpg
35;Chess;6;2021;7509039;67014 hours;52737;223;7326;10443;93;112.05;https://static-cdn.jtvnw.net/ttv-boxart/Chess-285x380.jpg
36;NBA 2K21;6;2021;7501153;564077 hours;81081;1594;56371;10432;784;13.3;https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K21-285x380.jpg
37;Among Us;6;2021;7218194;174475 hours;98832;683;45982;10039;242;41.37;https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-285x380.jpg
38;Destiny 2;6;2021;6834275;576112 hours;36165;1968;43132;9505;801;11.86;https://static-cdn.jtvnw.net/ttv-boxart/Destiny%202-285x380.jpg
39;Guilty Gear: Strive;6;2021;6259105;163026 hours;39623;1081;17794;8705;226;38.39;https://static-cdn.jtvnw.net/ttv-boxart/Guilty%20Gear:%20Strive-285x380.jpg
40;Clash Royale;6;2021;6208591;62000 hours;74925;156;10941;8635;86;100.14;https://static-cdn.jtvnw.net/ttv-boxart/Clash%20Royale-285x380.jpg
41;Ark: Survival Evolved;6;2021;6032741;359281 hours;56164;1440;28553;8390;499;16.79;https://static-cdn.jtvnw.net/ttv-boxart/Ark:%20Survival%20Evolved-285x380.jpg
42;SMITE;6;2021;5909967;198588 hours;28848;565;16082;8219;276;29.76;https://static-cdn.jtvnw.net/ttv-boxart/SMITE-285x380.jpg
43;LOST ARK;6;2021;5298630;119999 hours;55571;468;4769;7369;166;44.16;https://static-cdn.jtvnw.net/ttv-boxart/LOST%20ARK-285x380.jpg
44;Final Fantasy XIV Online;6;2021;5179185;386524 hours;41425;1269;26658;7203;537;13.4;https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20XIV%20Online-285x380.jpg
45;Old School RuneScape;6;2021;4790184;109840 hours;21413;247;5649;6662;152;43.61;https://static-cdn.jtvnw.net/ttv-boxart/Old%20School%20RuneScape-285x380.jpg
46;Ratchet & Clank: Rift Apart;6;2021;4702938;136911 hours;135505;1592;14327;6540;190;34.35;https://static-cdn.jtvnw.net/ttv-boxart/Ratchet%20&%20Clank:%20Rift%20Apart-285x380.jpg
47;Resident Evil Village;6;2021;4694663;234473 hours;50271;1072;32479;6529;326;20.02;https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%20Village-285x380.jpg
48;Call of Duty: Black Ops Cold War;6;2021;4632084;887124 hours;40156;2520;91712;6442;1233;5.22;https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Black%20Ops%20Cold%20War-285x380.jpg
49;TrackMania;6;2021;4596851;28592 hours;237416;116;3551;6393;39;160.77;https://static-cdn.jtvnw.net/ttv-boxart/TrackMania-285x380.jpg
50;Tekken 7;6;2021;4587708;65592 hours;70777;156;7721;6380;91;69.94;https://static-cdn.jtvnw.net/ttv-boxart/Tekken%207-285x380.jpg
